8	69
8	55
8	90
8	97
8	44
8	66
8	40
8	45
8	72
8	26
8	29
8	9
8	17
8	20
8	24
8	34
8	36
8	43
8	48
8	49
9	20
9	30
9	13
9	63
9	54
9	96
9	78
9	77
9	83
9	91
9	60
9	19
9	79
9	22
9	25
9	65
9	11
9	61
9	17
9	29
9	49
9	41
9	10
9	35
9	44
9	39
9	12
9	52
9	38
9	40
9	81
9	75
9	62
9	18
9	43
9	93
9	58
9	34
9	95
9	51
9	47
9	66
9	97
9	86
9	23
9	26
9	37
9	48
10	56
10	45
10	99
10	36
10	19
10	15
10	10
10	39
10	28
10	29
10	41
10	46
10	48
11	96
11	21
11	42
11	58
11	22
11	64
11	81
11	80
11	36
11	38
11	46
11	60
11	70
11	88
11	12
11	89
11	66
11	78
11	59
11	91
11	92
11	65
11	68
11	34
11	29
11	40
11	24
11	39
11	44
11	67
11	16
11	20
11	23
11	26
11	32
11	41
11	49
12	59
12	20
12	19
12	70
12	15
12	90
12	65
12	17
12	72
12	12
12	94
12	62
12	63
12	37
12	97
12	47
12	60
12	55
12	76
12	39
12	13
12	16
12	21
12	27
12	34
12	42
12	43
12	46
12	48
13	59
13	47
13	72
13	49
13	76
13	37
13	86
13	51
13	16
13	82
13	95
13	81
13	44
13	58
13	21
13	23
13	24
13	26
13	29
13	32
13	36
13	40
13	41
13	48
14	45
14	73
14	74
14	49
14	59
14	16
14	79
14	18
14	91
14	33
14	20
14	89
14	42
14	43
14	82
14	23
14	27
14	29
14	30
14	37
14	46
15	86
15	49
15	17
15	60
15	23
15	25
15	27
15	30
15	34
15	36
15	40
15	48
16	39
16	95
16	43
16	30
16	28
16	88
16	33
16	47
16	57
16	32
16	58
16	70
16	86
16	18
16	84
16	34
16	26
16	20
16	25
16	41
16	42
17	67
17	77
17	64
17	69
17	42
17	46
17	80
17	58
17	30
17	25
17	70
17	55
17	40
17	35
17	56
17	17
17	54
17	36
17	83
17	18
17	27
17	32
17	43
18	74
18	62
18	60
18	42
18	83
18	94
18	92
18	32
18	93
18	87
18	99
18	79
18	54
18	96
18	73
18	81
18	82
18	37
18	41
18	24
18	30
18	38
18	77
18	61
18	39
18	64
18	86
18	66
18	69
18	50
18	21
18	26
18	27
18	33
18	34
18	36
18	40
18	45
18	48
19	60
19	41
19	23
19	24
19	30
19	32
19	33
19	36
19	37
19	40
19	42
20	68
20	28
20	91
20	83
20	41
20	75
20	46
20	71
20	40
20	23
20	74
20	55
20	20
20	21
20	70
20	79
20	43
20	53
20	67
20	50
20	31
20	25
20	29
20	30
20	34
20	47
21	79
21	93
21	85
21	94
21	37
21	92
21	38
21	33
21	95
21	53
21	24
21	26
21	29
21	30
21	32
21	34
21	36
21	39
21	49
22	27
22	29
22	25
22	24
22	26
22	28
22	30
22	34
22	37
22	47
23	33
23	56
23	67
23	78
23	47
23	77
23	27
23	64
23	81
23	53
23	35
23	34
23	26
23	41
23	63
23	51
23	62
23	30
23	74
23	86
23	91
23	65
23	60
23	88
23	44
23	29
23	39
23	93
23	31
23	38
23	99
23	70
23	94
23	58
23	45
23	83
23	46
23	42
24	97
24	54
24	70
24	79
24	66
24	41
24	36
24	43
24	30
24	49
24	57
24	53
24	26
24	29
24	32
24	45
24	46
25	62
25	61
25	75
25	90
25	99
25	88
25	57
25	44
25	33
25	87
25	26
25	28
25	30
25	34
25	40
25	46
25	48
26	99
26	82
26	42
26	92
26	35
26	79
26	72
26	86
26	47
26	29
26	64
26	40
26	30
26	69
26	77
26	67
26	65
26	50
26	90
26	38
26	98
26	36
26	71
26	48
26	32
26	34
26	37
26	49
27	92
27	74
27	52
27	58
27	31
27	35
27	95
27	56
27	93
27	90
27	46
27	96
27	66
27	89
27	64
27	97
27	36
27	55
27	68
27	76
27	80
27	73
27	32
27	34
27	37
27	48
28	37
28	86
28	53
28	43
28	51
28	70
28	93
28	38
28	42
28	54
28	47
28	74
28	33
28	41
28	49
29	80
29	48
29	30
29	75
29	87
29	97
29	95
29	32
29	69
29	53
29	44
29	55
29	46
29	31
29	78
29	33
29	34
29	36
29	88
29	84
29	67
29	72
29	50
29	54
29	43
29	58
29	42
29	45
29	47
29	49
30	40
30	85
30	95
30	92
30	59
30	96
30	81
30	70
30	41
30	38
30	78
30	87
30	31
30	46
30	35
30	61
30	91
30	56
30	58
30	67
30	48
30	33
30	51
30	32
30	82
30	73
30	64
30	39
30	66
30	42
30	79
30	47
30	36
31	31
31	53
31	34
31	43
31	44
31	46
32	44
32	50
32	92
32	35
32	37
32	84
32	47
32	76
32	67
32	69
32	40
32	46
32	36
32	58
32	81
32	42
32	33
32	43
32	49
32	89
32	96
32	99
32	51
32	39
32	32
32	45
33	72
33	82
33	91
33	70
33	94
33	36
33	80
33	89
33	93
33	40
33	39
33	90
33	92
33	77
33	41
33	67
33	52
33	55
33	58
33	64
33	43
33	45
33	71
33	47
33	48
34	81
34	61
34	42
34	80
34	38
34	64
34	71
34	60
34	92
34	35
34	54
34	85
34	63
34	70
34	43
34	58
34	66
34	78
34	49
34	68
34	62
34	94
34	59
34	48
34	79
34	36
34	37
34	41
34	45
34	47
35	52
35	48
35	89
35	43
36	45
36	42
36	93
36	80
36	49
36	75
36	92
36	41
36	95
36	53
36	43
36	77
36	96
36	88
36	78
36	90
36	66
36	85
36	40
36	46
36	47
36	48
37	71
37	62
37	47
37	68
37	88
37	89
37	60
37	61
37	69
37	44
37	48
37	65
37	75
37	90
37	98
37	43
37	80
37	87
37	94
37	49
38	99
38	51
38	40
38	43
38	47
38	48
39	72
39	53
39	51
39	47
40	89
40	69
40	47
40	40
40	43
40	92
40	52
40	58
40	42
40	44
40	97
40	93
40	49
40	99
40	78
40	68
40	41
40	51
40	72
40	82
40	95
40	90
40	71
40	55
40	94
40	57
40	45
41	86
41	52
41	83
41	90
41	73
41	51
41	43
41	74
41	85
41	66
41	44
41	65
41	48
41	94
41	95
41	45
42	59
42	89
42	75
42	71
42	74
42	90
42	96
42	64
42	43
42	45
43	69
43	76
43	80
43	84
43	78
43	95
43	48
43	82
43	46
43	47
43	81
43	77
43	97
43	70
43	79
43	87
43	54
43	61
43	74
43	83
43	93
43	68
43	99
43	89
43	96
43	60
43	92
43	75
43	49
44	79
44	70
44	91
44	80
44	69
44	46
45	94
45	92
45	55
45	77
45	71
45	65
45	64
45	70
45	53
45	46
45	47
46	68
46	49
46	67
46	98
46	73
46	85
46	71
46	97
46	83
46	62
46	96
46	54
46	56
46	60
46	72
46	80
46	48
47	85
47	61
47	69
47	94
47	75
47	90
47	72
47	60
47	79
47	70
47	64
47	76
47	92
47	48
47	96
47	81
47	83
47	68
47	84
47	95
47	59
47	51
48	59
48	77
48	48
48	49
48	70
48	75
48	52
48	67
48	93
48	83
48	68
48	89
48	98
48	57
48	55
48	84
48	99
48	79
48	85
48	80
48	96
48	66
49	69
49	98
49	94
49	64
49	71
49	93
49	85
49	68
49	59
