nome,lattes_url,ano_publicacao,titulo_publicacao,periodico,issn,qualis,pontos,area,ano_base
"Flora Satiko Kano",http://lattes.cnpq.br/8688961957105096,2019,"Antibodies to Cryptic Epitopes in Distant Homologues Underpin a Mechanism of Heterologous Immunity between              Plasmodium vivax</i>              PvDBP and              Plasmodium falciparum</i>              VAR2CSA","MBIO",2150-7511,A1,,,2020
"Flora Satiko Kano",http://lattes.cnpq.br/8688961957105096,2018,"Susceptibility to Plasmodium vivax malaria associated with DARC (Duffy antigen) polymorphisms is influenced by the time of exposure to malaria","SCIENTIFIC REPORTS",2045-2322,A1,,,2020
"Flora Satiko Kano",http://lattes.cnpq.br/8688961957105096,2018,"Cross-Species Immune Recognition Between Plasmodium vivax Duffy Binding Protein Antibodies and the Plasmodium falciparum Surface Antigen VAR2CSA","JOURNAL OF INFECTIOUS DISEASES",0022-1899,A1,,,2020
"Flora Satiko Kano",http://lattes.cnpq.br/8688961957105096,2018,"Blood-stage Plasmodium vivax antibody dynamics in a low transmission setting: A nine year follow-up study in the Amazon region","PLOS ONE",1932-6203,A1,,,2020
"Flora Satiko Kano",http://lattes.cnpq.br/8688961957105096,2017,"T follicular helper cells regulate the activation of B lymphocytes and antibody production during Plasmodium vivax infection","PLOS PATHOGENS",1553-7374,A1,,,2020
"Flora Satiko Kano",http://lattes.cnpq.br/8688961957105096,2017,"An engineered vaccine of the Plasmodium vivax Duffy binding protein enhances induction of broadly neutralizing antibodies","SCIENTIFIC REPORTS",2045-2322,A1,,,2020
"Flora Satiko Kano",http://lattes.cnpq.br/8688961957105096,2016,"Polymorphisms in B Cell Co-Stimulatory Genes Are Associated with IgG Antibody Responses against Blood-Stage Proteins of Plasmodium vivax","PLOS ONE",1932-6203,A1,,,2020
"Flora Satiko Kano",http://lattes.cnpq.br/8688961957105096,2016,"Detection of Plasmodium in faeces of the New World primate Alouatta clamitans","MEMÓRIAS DO INSTITUTO OSWALDO CRUZ (ONLINE)",1678-8060,A4,,,2020
"Flora Satiko Kano",http://lattes.cnpq.br/8688961957105096,2016,"The Presence, Persistence and Functional Properties of Plasmodium vivax Duffy Binding Protein II Antibodies Are Influenced by HLA Class II Allelic Variants","PLOS NEGLECTED TROPICAL DISEASES (ONLINE)",1935-2735,A1,,,2020
"Flora Satiko Kano",http://lattes.cnpq.br/8688961957105096,2015,"Plasmodium simium, a Plasmodium vivax-Related Malaria Parasite: Genetic Variability of Duffy Binding Protein II and the Duffy Antigen/Receptor for Chemokines","PLOS ONE",1932-6203,A1,,,2020
"Flora Satiko Kano",http://lattes.cnpq.br/8688961957105096,2014,"Duffy Antigen Receptor for Chemokine (DARC) Polymorphisms and Its Involvement in Acquisition of Inhibitory Anti-Duffy Binding Protein II (DBPII) Immunity","PLOS ONE",1932-6203,A1,,,2020
"Flora Satiko Kano",http://lattes.cnpq.br/8688961957105096,2014,"Plasmodium simium/Plasmodium vivax infections in southern brown howler monkeys from the Atlantic Forest","MEMÓRIAS DO INSTITUTO OSWALDO CRUZ (IMPRESSO)",0074-0276,A4,,,2020
"Flora Satiko Kano",http://lattes.cnpq.br/8688961957105096,2014,"The Duffy binding protein as a key target for a Plasmodium vivax vaccine: lessons from the Brazilian Amazon","MEMÓRIAS DO INSTITUTO OSWALDO CRUZ (IMPRESSO)",0074-0276,A4,,,2020
"Flora Satiko Kano",http://lattes.cnpq.br/8688961957105096,2014,"Distinct HLA class II alleles influence antibody response to the Plasmodium vivax Duffy binding protein","MALARIA JOURNAL (ONLINE)",1475-2875,A2,,,2020
"Flora Satiko Kano",http://lattes.cnpq.br/8688961957105096,2014,"Plasmodium vivax infection: atypical memory B cells are expanded and associated with the persistence of Duffy binding protein II (DBPII) antibody response","MALARIA JOURNAL (ONLINE)",1475-2875,A2,,,2020
"Flora Satiko Kano",http://lattes.cnpq.br/8688961957105096,2013,"Genetic Variability in Platelet Integrin  2 1 Density: Possible Contributor to Plasmodium vivax-induced Severe Thrombocytopenia","THE AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE",0002-9637,A3,,,2020
"Flora Satiko Kano",http://lattes.cnpq.br/8688961957105096,2012,"Plasmodium vivax Duffy binding protein: baseline antibody responses and parasite polymorphisms in a well-consolidated settlement of the Amazon Region","TM & IH. TROPICAL MEDICINE AND INTERNATIONAL HEALTH (PRINT)",1360-2276,A1,,,2020
"Flora Satiko Kano",http://lattes.cnpq.br/8688961957105096,2009,"Cloning, expression, and characterization of the MSP1a and MSP1b recombinant proteins from PR1 Anaplasma marginale strain, Brazil.","RESEARCH IN VETERINARY SCIENCE",0034-5288,A1,,,2020
"Flora Satiko Kano",http://lattes.cnpq.br/8688961957105096,2009,"Clonagem, expressão, caracterização molecular da proteína de superfície MSP5 do Anaplasma marginale e sua aplicação em um teste de ELISA por competição.","REVISTA BRASILEIRA DE PARASITOLOGIA VETERINÁRIA",0103-846X,A2,,,2020
"Flora Satiko Kano",http://lattes.cnpq.br/8688961957105096,2009,"in Brazilian dogs: a cytopathological, histopathological and immunohistochemical study","CLINICAL MICROBIOLOGY AND INFECTION",1198-743X,A1,,,2020
"Flora Satiko Kano",http://lattes.cnpq.br/8688961957105096,2008,"Toxoplasma gondii: Evaluation of a intranasal vaccine using recombinant proteins against brain cyst formation in Balb/C mice","EXPERIMENTAL PARASITOLOGY",0014-4894,A4,,,2020
"Flora Satiko Kano",http://lattes.cnpq.br/8688961957105096,2008,"Induced immune response of DNA vaccine encoding an association MSP1a, MSP1b, and MSP5 antigens of Anaplasma marginale","VACCINE (GUILDFORD)",0264-410X,A2,,,2020
"Flora Satiko Kano",http://lattes.cnpq.br/8688961957105096,2008,"Toxoplasma gondii: cloning, sequencing expression and antigenic characterization of ROP2, GRA5 and GRA7.","GENETICS AND MOLECULAR RESEARCH",1676-5680,B2,,,2020
"Flora Satiko Kano",http://lattes.cnpq.br/8688961957105096,2007,"Cloning, sequencing, expression, and antigenic characterization of rMSP4 from Anaplasma marginale isolated from Parana State, Brazil","GENETICS AND MOLECULAR RESEARCH",1676-5680,B2,,,2020
"Flora Satiko Kano",http://lattes.cnpq.br/8688961957105096,2007,"Immune response of BALB/C mouse immunized with recombinant MSPs proteins of Anaplasma marginale binding to immunostimulant complex (ISCOM).","RESEARCH IN VETERINARY SCIENCE",0034-5288,A1,,,2020
"Flora Satiko Kano",http://lattes.cnpq.br/8688961957105096,2007,"Vacina de DNA: Aspectos gerais e sua aplicação na medicina humana e veterinária.","SEMINA. CIÊNCIAS AGRÁRIAS (ONLINE)",1679-0359,A4,,,2020
"Flora Satiko Kano",http://lattes.cnpq.br/8688961957105096,2006,"Phylogenetic study of Anaplasma marginale isolates from Parana State, Brazil, based on msp1a and msp4 sequences","JOURNAL OF VETERINARY MEDICINE. SERIES B (CESSOU EM 2006. CONT. ISSN 1863-1959 ZOONOSES AND PUBLIC HEALTH (PRINT))",0931-1793,N,,,
"Flora Satiko Kano",http://lattes.cnpq.br/8688961957105096,2004,"Ocorrência da Dioctofimose em dois cães no município de Guarapuava - PR","SEMINA. CIÊNCIAS AGRÁRIAS (ONLINE)",1679-0359,A4,,,2020
"Flora Satiko Kano",http://lattes.cnpq.br/8688961957105096,2002,"Antigenic characterization of Anaplasma marginale isolates from differents regions of Brazil","VETERINARY MICROBIOLOGY (AMSTERDAM. PRINT)",0378-1135,A1,,,2020
"Flora Satiko Kano",http://lattes.cnpq.br/8688961957105096,1997,"Estudo comparativo entre soro e plasma na pesquisa de anticorpos anti-Toxoplasma gondii pela técnica de imunofluorescência indireta em cães atendidos no Hospital Veterinário da Universidade Estadual de Londrina-PR, 1996","SEMINA. CIÊNCIAS AGRÁRIAS (ONLINE)",1679-0359,A4,,,2020
"Flora Satiko Kano",http://lattes.cnpq.br/8688961957105096,1997,"Ocorrência de anticorpos anti-Toxoplasma gondii em eqüinos procedentes de quatro estados (SP, PR, MS e MT) abatidos em Apucarana, PR","SEMINA. CIÊNCIAS AGRÁRIAS (ONLINE)",1679-0359,A4,,,2020
"Flora Satiko Kano",http://lattes.cnpq.br/8688961957105096,1997,"Ocorrência de Cryptosporidium spp em cães com diarréia atendidos no hospital veterinário da Universidade Estadual de Londrina, PR, Brasil","SEMINA. CIÊNCIAS AGRÁRIAS (ONLINE)",1679-0359,A4,,,2020
