nome,lattes_url,ano_publicacao,titulo_publicacao,periodico,issn,qualis,pontos,area,ano_base
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2020,"Mechanism and plasticity of vectors? host-seeking behavior","CURRENT OPINION IN INSECT SCIENCE",2214-5745,A1,90,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2020,"Species-specific patterns of shelter exploitation in Chagas disease vectors of the genus Rhodnius","ACTA TROPICA",0001-706X,A2,80,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2020,"Triatomines of the Genus Rhodnius Do Not Mark Shelters with Feces","JOURNAL OF CHEMICAL ECOLOGY",0098-0331,A2,80,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2020,"Dengue infection modulates locomotion and host seeking in Aedes aegypti","PLOS NEGLECTED TROPICAL DISEASES",1935-2735,A1,90,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2019,"Molecular bases of sensory processes in kissing bugs, vectors of Chagas disease","CURRENT OPINION IN INSECT SCIENCE",2214-5745,A1,90,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2019,"Activity and shelter-related behaviour in Rhodnius prolixus: The role of host odours shelter use in Rhodnius prolixus","ACTA TROPICA",0001-706X,A2,80,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2018,"Attraction of Rhodnius prolixus males to a synthetic female-pheromone blend","PARASITES & VECTORS",1756-3305,A2,80,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2017,"The molecular sensory machinery of a Chagas disease vector: expression changes through imaginal moult and sexually dimorphic features","SCIENTIFIC REPORTS",2045-2322,A1,90,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2017,"Comparative and functional triatomine genomics reveals reductions and expansions in insecticide resistance-related gene families","PLOS NEGLECTED TROPICAL DISEASES",1935-2735,A1,90,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2016,"Colonization of Rhodnius prolixus gut by Trypanosoma cruzi involves an extensive parasite killing","PARASITOLOGY (LONDON. PRINT)",0031-1820,A1,90,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2016,"Temperature and parasite life-history are important modulators of the outcome of Trypanosoma rangeli-Rhodnius prolixus interactions","PARASITOLOGY (LONDON. PRINT)",0031-1820,A1,90,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2016,"Triatomine physiology in the context of trypanosome infection","JOURNAL OF INSECT PHYSIOLOGY",0022-1910,A1,90,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2016,"An inside look at the sensory biology of triatomines","JOURNAL OF INSECT PHYSIOLOGY",0022-1910,A1,90,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2015,"Trypanosoma cruzi, Etiological Agent of Chagas Disease, Is Virulent to Its Triatomine Vector Rhodnius prolixus in a Temperature-Dependent Manner","PLOS NEGLECTED TROPICAL DISEASES (ONLINE)",1935-2735,A1,90,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2015,"Evaluation of reference genes for insect olfaction studies","PARASITES & VECTORS",1756-3305,A2,80,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2015,"Patterns of expression of odorant receptor genes in a Chagas disease vector","INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY",0965-1748,A1,90,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2015,"Molecular basis of peripheral olfactory plasticity in Rhodnius prolixus, a Chagas disease vector","FRONTIERS IN ECOLOGY AND EVOLUTION",2296-701X,A3,60,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2015,"Thermosensation and the TRPV channel in Rhodnius prolixus","JOURNAL OF INSECT PHYSIOLOGY",0022-1910,A1,90,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2015,"Genome of Rhodnius prolixus, an insect vector of Chagas disease, reveals unique adaptations to hematophagy and parasite infection","PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA",0027-8424,A1,90,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2015,"Trypanosomes Modify the Behavior of Their Insect Hosts: Effects on Locomotion and on the Expression of a Related Gene","PLOS NEGLECTED TROPICAL DISEASES (ONLINE)",1935-2735,A1,90,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2014,"A Multi-species Bait for Chagas Disease Vectors","PLOS NEGLECTED TROPICAL DISEASES (ONLINE)",1935-2735,A1,90,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2014,"Effects of Infection by Trypanosoma cruzi and Trypanosoma rangeli on the Reproductive Performance of the Vector Rhodnius prolixus","PLOS ONE",1932-6203,A1,90,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2014,"Control of Neglected Disease Insect Vectors: Future Prospects for the Use of Tools Based on Behavior Manipulation-Interference","JOURNAL OF THE BRAZILIAN CHEMICAL SOCIETY (IMPRESSO)",0103-5053,A2,80,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2013,"Female odours promote the activation of sheltered kissing bug              Rhodnius prolixus</i>              males and modulate their orientation","MEDICAL AND VETERINARY ENTOMOLOGY (PRINT)",0269-283X,A1,90,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2013,"Behavioural Biology of Chagas Disease Vectors","MEMÓRIAS DO INSTITUTO OSWALDO CRUZ (IMPRESSO)",0074-0276,A4,40,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2013,"Genetic basis of triatomine behavior: lessons from available insect genomes","MEMÓRIAS DO INSTITUTO OSWALDO CRUZ (IMPRESSO)",0074-0276,A4,40,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2012,"Female metasternal gland odours mediate male aggregation in Rhodnius prolixus, a triatomid bug","MEDICAL AND VETERINARY ENTOMOLOGY (PRINT)",0269-283X,A1,90,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2012,"Lack of Segregation between Two Species of Chagas Disease Vectors","THE AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE",0002-9637,A3,60,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2012,"The Sexual Behaviour of Chagas' Disease Vectors: Chemical Signals Mediating Communication between Male and Female Triatomine Bugs","PSYCHE: A JOURNAL OF ENTOMOLOGY (CAMBRIDGE)",0033-2615,B1,20,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2011,"Influence of the palm tree species on the variability of Rhodnius nasutus Stål, 1859 (Hemiptera, Reduviidae, Triatominae)","INFECTION, GENETICS AND EVOLUTION (PRINT)",1567-1348,A2,80,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2011,"Structure Elucidation and Synthesis of Dioxolanes Emitted by Two              Triatoma</i>              Species (Hemiptera: Reduviidae)","JOURNAL OF NATURAL PRODUCTS (PRINT)",0163-3864,A1,90,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2011,"Substrate texture properties induce triatomine probing on bitten warm surfaces","PARASITES & VECTORS",1756-3305,A2,80,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2011,"Behavioral Evidence of an Ectoparasitic Interaction Between Triatoma pseudomaculata and Periplaneta americana","NEOTROPICAL ENTOMOLOGY (IMPRESSO)",1519-566X,A4,40,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2010,"Analysis of the geographical distribution of Triatoma vitticeps (Stål, 1859) based on data of species occurrence in Minas Gerais, Brazil","INFECTION, GENETICS AND EVOLUTION (PRINT)",1567-1348,A2,80,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2010,"Flight Initiation by Male Rhodnius prolixus is Promoted by Female Odors","JOURNAL OF CHEMICAL ECOLOGY",0098-0331,A2,80,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2010,"A standardizable protocol for infection of Rhodnius prolixus with Trypanosoma rangeli, which mimics natural infections and reveals physiological effects of infection upon the insect","JOURNAL OF INVERTEBRATE PATHOLOGY (PRINT)",0022-2011,A2,80,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2010,"(4              S</i>              ,5              S</i>              )-2,2,4-Triethyl-5-methyl-1,3-dioxolane: A New Volatile Released by a Triatomine Bug","ORGANIC LETTERS (PRINT)",1523-7060,A1,90,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2009,"Copulation and mate guarding behaviour in Triatoma brasiliensis","JOURNAL OF MEDICAL ENTOMOLOGY",0022-2585,A1,90,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2009,"Biology, diversity and strategies for the monitoring and control of triatomines - Chagas disease vectors","MEMÓRIAS DO INSTITUTO OSWALDO CRUZ (IMPRESSO)",0074-0276,A4,40,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2009,"Exploiting triatomine behaviour: alternative perspectives for their control","MEMÓRIAS DO INSTITUTO OSWALDO CRUZ (IMPRESSO)",0074-0276,A4,40,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2009,"Behavioral and Electrophysiological Responses of Triatoma brasiliensis Males to Volatiles Produced in the Metasternal Glands of Females","JOURNAL OF CHEMICAL ECOLOGY",0098-0331,A2,80,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2008,"Metasternal Gland Volatiles and Sexual Communication in the Triatomine Bug, Rhodnius prolixus.","JOURNAL OF CHEMICAL ECOLOGY",0098-0331,A2,80,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2007,"The use of aggregation signals by Triatoma brasiliensis (Heteroptera: Reduviidae)","ACTA TROPICA",0001-706X,A2,80,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2007,"Flight dispersal of the Chagas disease vectors Triatoma brasiliensis and Triatoma pseudomaculata in north-eastern Brazil","ACTA TROPICA",0001-706X,A2,80,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2007,"Evaluation of cultures of Saccharomyces cerevisae as baits for
Triatoma dimidiata and Triatoma pallidipennis","MEMÓRIAS DO INSTITUTO OSWALDO CRUZ",0074-0276,A4,40,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2007,"Do Haematophagous Bugs Assess Skin Surface Temperature to Detect Blood Vessels?","PLOS ONE",1932-6203,A1,90,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2006,"Chemical communication in Chagas disease vectors. Source, identity and potential function of volatiles released by the metasternal and Brindley's glands of Triatoma infestans adults.","JOURNAL OF CHEMICAL ECOLOGY",0098-0331,A2,80,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2005,"Relative humidity and water loss in Triatoma brasiliensis","PHYSIOLOGICAL ENTOMOLOGY",0307-6962,A3,60,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2004,"The sexual behaviour of Panstrongylus megistus (Hemiptera: Reduviidae): an experimental study","MEMÓRIAS DO INSTITUTO OSWALDO CRUZ",0074-0276,A4,40,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2003,"The effect of temperature on the behaviour and development of Triatoma brasiliensis.","PHYSIOLOGICAL ENTOMOLOGY",0307-6962,A3,60,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2002,"Aggregation behaviour in Panstrongylus megistus and Triatoma infestans: inter and intraspecific responses","ACTA TROPICA",0001-706X,A2,80,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2002,"Dynamics of thermopreference in the Chagas disease vector Panstrongylus megistus (Hemiptera: Reduviidae)","JOURNAL OF MEDICAL ENTOMOLOGY",0022-2585,A1,90,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2002,"The effect of relative humidity on the behaviour and development of Triatoma brasiliensis","PHYSIOLOGICAL ENTOMOLOGY",0307-6962,A3,60,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2002,"Aggregation mediated by faeces and footprints in Triatoma pseudomaculata (Heteroptera: Reduviidae), a Chagas Disease vector","MEMÓRIAS DO INSTITUTO OSWALDO CRUZ",0074-0276,A4,40,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2000,"Performance of yeast-baited traps with Triatoma sordida, Triatoma brasiliensis, Triatoma pseudomaculata, and Panstrongylus megistus in laboratory assays","REVISTA PANAMERICANA DE SALUD PÚBLICA / PAN AMERICAN JOURNAL OF PUBLIC HEALTH",1020-4989,A3,60,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2000,"Microclimatic properties of the Triatoma brasiliensis habitat","CADERNOS DE SAÚDE PÚBLICA (FIOCRUZ)",0102-311X,A1,90,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2000,"Chemical signals involved in the communication of triatomine bugs","MEMÓRIAS DO INSTITUTO OSWALDO CRUZ",0074-0276,A4,40,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,2000,"Microenvironments and spatial distribution of Chagas disease vectors","MEMÓRIAS DO INSTITUTO OSWALDO CRUZ",0074-0276,A4,40,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,1999,"Yeast culture volatiles as attractants for Rhodnius prolixus. Electroantenogram responses and captures in yeast-baited traps","ACTA TROPICA",0001-706X,A2,80,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,1999,"Temperature and relative humidity affect the choice for refuges by Triatoma infestans Klug (Hemiptera: Reduviidae)","ACTA TROPICA",0001-706X,A2,80,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,1998,"Activity pattern with relation to refuge exploitation and feeding in Triatoma infestans (Hemiptera: Reduviidae)","ACTA TROPICA",0001-706X,A2,80,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,1998,"Triatoma infestans can be captured under natural climatic conditions using yeast-baited traps","ACTA TROPICA",0001-706X,A2,80,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,1997,"Factores que afectan la distribución espacial de la vinchuca Triatoma infestans y búsqueda de nuevas herramientas para su control.","REVISTA DA SOCIEDADE BRASILEIRA DE MEDICINA TROPICAL",0037-8682,B1,20,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,1996,"The spatial pattern of defecation in Triatoma infestans and the role of faeces as a chemical mark of the refuge","JOURNAL OF INSECT PHYSIOLOGY",0022-1910,A1,90,Medicina II,quadriênio 2017-2020
"Marcelo Gustavo Lorenzo",http://lattes.cnpq.br/2529945687863385,1995,"Baker's yeast, an attractant for baiting traps for Chagas'disease vectors","EXPERIENTIA",0014-4754,N,,,
