idLattes,nome,tipo,titulo_do_capitulo,idioma,titulo_do_livro,ano,doi,pais_de_publicacao,isbn,nome_da_editora,numero_da_edicao_revisao,organizadores,paginas,autores,autores-endogeno,autores-endogeno-nome,tags,Hash,tipo_producao,natureza,titulo,nome_do_evento,ano_do_trabalho,pais_do_evento,cidade_do_evento,classificacao,periodico,volume,issn,estrato_qualis,editora,numero_de_paginas,numero_de_volumes
8641629843495094,Antonio Mauro Rezende,,,Inglês,,2017,10.1007/s00294-017-0795-3,,,,,,1 - 19,"FREIRE, EDEN R.; DE MELO NETO, OSVALDO P.; CAMPBELL, DAVID A.; MOURA, DANIELLE M. N.; BEZERRA, MARIA J. R.; XAVIER, CAMILA C.; MORAIS-SOBRAL, MARIANA C.; VASHISHT, AJAY A.; Rezende, Antonio M.; WOHLSCHLEGEL, JAMES A.; STURM, NANCY R.",,,,,PERIODICO,,Trypanosoma brucei EIF4E2 cap-binding protein binds a homolog of the histone-mRNA stem-loop-binding protein,,,,,,CURRENT GENETICS,1,01728083,,,,
1735242943698067,Roberta Lima Caldeira,,,Inglês,,2017,10.1590/0037-8682-0316-2016,,,,,,92 - 98,"Guerino LR; PECORA, I. L.; Miranda, MS; AGUIAR-SILVA, CRYSLAINE; CARVALHO, O. S.; CALDEIRA, R L; Silva, RJ",,,,,PERIODICO,,"Prevalence and distribution of Angiostrongylus cantonensis (Nematoda, Angiostrongylidae) in Achatina fulica (Mollusca, Gastropoda) in Baixada Santista, São Paulo, Brazil",,,,,,SOCIEDADE BRASILEIRA DE MEDICINA TROPICAL. REVISTA,50,16789849,,,,
1735242943698067,Roberta Lima Caldeira,,,Inglês,,2017,10.1038/ncomms15451,,,,,,15451 - ,"ADEMA, C. M.; Caldeira, Roberta L.; et al.",,,,,PERIODICO,,Whole genome analysis of a schistosomiasis-transmitting freshwater snail,,,,,,Nature Communications,8,20411723,,,,
1735242943698067,Roberta Lima Caldeira,,,Inglês,,2017,10.1155/2017/8628971,,,,,,1 - 6,"CALDEIRA, R; JANNOTTI-PASSOS, LIANA KONOVALOFFI; CARVALHO, O. S.",,,,,PERIODICO,,Use of Molecular Methods for the Rapid Mass Detection of Schistosoma mansoni (Platyhelminthes: Trematoda) in Biomphalaria spp. (Gastropoda: Planorbidae),,,,,,JOURNAL OF TROPICAL MEDICINE,2017,16879686,,,,
3118219944250108,Roney Santos Coimbra,,,Português,,2017,10.3201/eid2301.160817,,,,,,115 - 118,"MARINHO, PAULA EILLANNY SILVA; KROON, ERNA GEESSIEN; BRETAS DE OLIVEIRA, DANILO; CANDIANI, TALITAH MICHEL SANCHEZ; CRISPIM, ANA PAULA CORREIA; ALVARENGA, PEDRO PAULO MARTINS; CASTRO, FABRIZIA CRISTINA DOS SANTOS; ABRAHÃO, JONATAS SANTOS; RIOS, MARIA; COIMBRA, RONEY SANTOS",,,,,PERIODICO,,"Meningitis Associated with Simultaneous Infection by Multiple Dengue Virus Serotypes in Children, Brazil",,,,,,EMERGING INFECTIOUS DISEASES (ONLINE),23,10806059,,,,
3118219944250108,Roney Santos Coimbra,,,Inglês,,2017,10.1016/j.jns.2017.02.025,,,,,,390 - 394,"DE OLIVEIRA, DANILO B.; CANDIANI, TALITAH M.; FRANCO-LUIZ, ANA PAULA M.; ALMEIDA, GABRIEL M.F.; ABRAHÃO, JÔNATAS S.; RIOS, MARIA; Coimbra, Roney S.; KROON, ERNA G.",,,,,PERIODICO,,"Etiological agents of viral meningitis in children from a dengue-endemic area, Southeast region of Brazil",,,,,,JOURNAL OF THE NEUROLOGICAL SCIENCES,375,0022510X,,,,
3118219944250108,Roney Santos Coimbra,,,Inglês,,2017,10.1038/s41598-017-01671-x,,,,,,1617 - ,"MARIN, MICHEL ABANTO; FONSECA, ERICA; ENCINAS, FERNANDO; FREITAS, FERNANDA; CAMARGO, DHIAN ALMEIDA; COIMBRA, RONEY SANTOS; DE FILIPPIS, IVANO; VICENTE, ANA CAROLINA",,,,,PERIODICO,,The invasive Neisseria meningitidis MenC CC103 from Brazil is characterized by an accessory gene repertoire,,,,,,Scientific Reports,7,20452322,,,,
3118219944250108,Roney Santos Coimbra,,,Inglês,,2017,10.1016/j.ijmm.2017.05.004,,,,,,1 - ,"FONSECA, ?RICA L.; MARIN, MICHEL A.; FREITAS, FERNANDA S.; VIT?RIO, BRUNA S.A.; DE ARA?JO, FL?VIO M.G.; CAMARGO, DHIAN R.A.; Coimbra, Roney S.; DE FILIPPIS, IVANO R.; VICENTE, ANA CAROLINA P.",,,,,PERIODICO,,The invasive MenC cc103 lineage with penicillin reduced susceptibility persisting in Brazil,,,,,,INTERNATIONAL JOURNAL OF MEDICAL MICROBIOLOGY,17,14384221,,,,
3118219944250108,Roney Santos Coimbra,,,Inglês,,2017,10.1111/jop.12650,,,,,,ahead of print - ,"PEREIRA, THAÍS DOS SANTOS FONTES; BRITO, JOÃO ARTUR RICIERI; GUIMARÃES, ANDRÉ LUIZ SENA; GOMES, CAROLINA CAVALIÉRI; DE LACERDA, JÚLIO CESAR TANOS; DE CASTRO, WAGNER HENRIQUES; COIMBRA, RONEY SANTOS; DINIZ, MARINA GONÇALVES; GOMEZ, RICARDO SANTIAGO",,,,,PERIODICO,,MicroRNA profiling reveals dysregulated microRNAs and their target gene regulatory networks in cemento-ossifying fibroma,,,,,,JOURNAL OF ORAL PATHOLOGY & MEDICINE,XXX,09042512,,,,
3118219944250108,Roney Santos Coimbra,,,Inglês,,2017,10.1007/s00335-016-9670-7,,,,,,66 - 80,"ROSSE, IZINARA C.; ARBEX, WAGNER A.; MACHADO, MARCO A.; PEIXOTO, MARIA G. C. D.; VERNEQUE, RUI S.; MARTINS, MARTA F.; Coimbra, Roney S.; SILVA, MARCOS V. G. B.; OLIVEIRA, GUILHERME; CARVALHO, MARIA RAQUEL S.; ASSIS, JULIANA G.; OLIVEIRA, FRANCISLON S.; LEITE, LAURA R.; ARAUJO, FLÁVIO; ZERLOTINI, ADHEMAR; VOLPINI, ANGELA; DOMINITINI, ANDERSON J.; LOPES, BEATRIZ C.",,,,,PERIODICO,,"Whole genome sequencing of Guzerá cattle reveals genetic variants in candidate genes for production, disease resistance, and heat tolerance",,,,,,MAMMALIAN GENOME,28,09388990,,,,
7004385035447880,Celia Maria Ferreira Gontijo,,,Inglês,,2017,10.1038/srep40804,,,,,,40804 - ,"VALDIVIA, HUGO O.; COTTON, JAMES A.; BARTHOLOMEU, DANIELLA C.; ALMEIDA, LAILA V.; ROATT, BRUNO M.; REIS-CUNHA, JOÃO LUÍS; PEREIRA, AGNES ANTÔNIA SAMPAIO; GONTIJO, CELIA; FUJIWARA, RICARDO TOSHIO; REIS, ALEXANDRE B.; SANDERS, MANDY J.",,,,,PERIODICO,,"Comparative genomics of canine-isolated Leishmania (Leishmania) amazonensis from an endemic focus of visceral leishmaniasis in Governador Valadares, southeastern Brazil",,,,,,Scientific Reports,7,20452322,,,,
7004385035447880,Celia Maria Ferreira Gontijo,,,Inglês,,2017,10.1186/s12859-017-1485-3,,,,,,1 - 8,"RODRIGUES-LUIZ, GABRIELA F.; CARDOSO, MARIANA S.; VALDIVIA, HUGO O.; AYALA, EDWARD V.; Gontijo, Célia M. F.; RODRIGUES, THIAGO DE S.; FUJIWARA, RICARDO T.; LOPES, ROBSON S.; BARTHOLOMEU, DANIELLA C.",,,,,PERIODICO,,TipMT: Identification of PCR-based taxon-specific markers,,,,,,BMC Bioinformatics,18,14712105,,,,
9853093673691832,Érica Alessandra Rocha Alves,,,Inglês,,2017,10.1016/j.imbio.2016.11.010,,,,,,604 - 619,"BORGES, TATIANA K.S.; ALVES, ÉRICA A.R.; VASCONCELOS, HENDA A.R.; CARNEIRO, FABIANA P.; NICOLA, ANDRÉ M.; MAGALHÃES, KELLY G.; Muniz-Junqueira, Maria Imaculada",,,,,PERIODICO,,"Differences in the modulation of reactive species, lipid bodies, cyclooxygenase-2, 5-lipoxygenase and PPAR-&#947; in cerebral malaria-susceptible and resistant mice",,,,,,IMMUNOBIOLOGY,222,01712985,,,,
9853093673691832,Érica Alessandra Rocha Alves,,,Português,,2017,10.1111/jgh.13710,,,,,,1318 - 1327,"Botan, Valéria; BORGES, TATIANA KARLA DOS SANTOS; ALVES, ERICA ALESSANDRA ROCHA; COUTO, SHIRLEY CLAUDINO PEREIRA; SEIDLER, HEINRICH BENDER KOHNERT; Muniz-Junqueira, Maria Imaculada",,,,,PERIODICO,,Enhanced activation of eosinophils in peripheral blood and implications for eosinophilic esophagitis diagnosis,,,,,,JOURNAL OF GASTROENTEROLOGY AND HEPATOLOGY,32,08159319,,,,
9211345386050612,Lileia Gonçalves Diotaiuti,,,Inglês,,2017,10.1186/s13071-017-1984-0,,,,,,58 - ,"ESPINOZA ECHEVERRIA, JORGE; RODRIGUEZ, ANTONIO NOGALES; CORTEZ, MIRKO ROJAS; DIOTAIUTI, LILÉIA GONÇALVES; GORLA, DAVID E.",,,,,PERIODICO,,"Spatial and temporal distribution of house infestation by Triatoma infestans in the Toro Toro municipality, Potosi, Bolivia",,,,,,Parasites & Vectors,10,17563305,,,,
9211345386050612,Lileia Gonçalves Diotaiuti,,,Inglês,,2017,10.1007/s10709-017-9949-y,,,,,,105 - 114,"BELISÁRIO, Carlota Josefovicz; FONSECA, EDUARDO LINS OYAMA; DOS SANTOS, ROBERTO FONSECA; RODRIGUES, VERA LUCIA CORTIÇO CORRÊA; DIAS, JOÃO CARLOS PINTO; DIOTAIUTI, Lileia;DIOTAIUTI, LILÉIA;DIOTAIUTI, LILÉIA GONCALVES;DIOTAIUT, LILÉIA;GONÇALVES DIOTAIUTI, LILÉIA;DIOTAIUTI, LILÉIA GONÇALVES;DIOTAIUTI, LILEIA GONÇALVES; PESSOA, GRASIELLE CALDAS D?AVILA; SILVA, EDUARDO MELOS; ROSA, ALINE CRISTINE LUIZ; FERREIRA, RAFAELA ELIAS; BEDIN, CLEONARA; WILHELMS, TANIA; DE MELLO, FERNANDA; COUTINHO, HELDER SILVEIRA",,,,,PERIODICO,,Genetic characterization of residual Triatoma infestans populations from Brazil by microsatellite,,,,,,Genetica ('s-Gravenhage),145,00166707,,,,
9211345386050612,Lileia Gonçalves Diotaiuti,,,Português,,2017,10.1590/0074-02760170061,,,,,,760 - 768,"VIANNA, Elisa Neves; SOUZA E GUIMARÃES, RICARDO JOSÉ DE PAULA; SOUZA, CHRISTIAN REZENDE; GORLA, David; DIOTAIUTI, LILÉIA",,,,,PERIODICO,,"Chagas disease ecoepidemiology and environmental changes in northern Minas Gerais state, Brazil",,,,,,MEMORIAS DO INSTITUTO OSWALDO CRUZ,112,00740276,,,,
9148354106985023,Ricardo Tostes Gazzinelli,,,Português,,2017,10.3389/fcimb.2017.00116,,,,,,116 - ,"SOUZA, MARIA C.; GOZZI, ALINE; BORGES, MARCOS C.; GAZZINELLI, Ricardo Tostes; Alves-Filho, José C.; CUNHA, F. Q.; Silva, João S.; FONSECA, DENISE M.; KANASHIRO, ALEXANDRE; BENEVIDES, LUCIANA; MEDINA, TIAGO S.; DIAS, MURILO S.; ANDRADE, WARRISON A.; BONFÁ, GIULIANO; SILVA, MARCONDES A. B.",,,,,PERIODICO,,Chronic Toxoplasma gondii Infection Exacerbates Secondary Polymicrobial Sepsis,,,,,,Frontiers in Cellular and Infection Microbiology,7,22352988,,,,
5804297852066640,Alexandre de Magalhaes Vieira Machado,,,Português,,2017,10.3389/fimmu.2017.01291,,,,,,1291 - ,"FERREIRA, CAMILA PONTES; RIBEIRO, DANIEL ARAKI; Lannes-Vieira, Joseli; LOPES, MARCELA DE FREITAS; RODRIGUES, Mauricio Martins; DE VASCONCELOS, JOSÉ RONNIE CARVALHO; CARISTE, LEONARDO MORO; SANTOS VIRGÍLIO, FERNANDO DOS; MORASCHI, BARBARA FERRI; MONTEIRO, CAROLINE BRANDÃO; VIEIRA MACHADO, ALEXANDRE M.; GAZZINELLI, Ricardo Tostes; BRUNA-ROMERO, O.; MENIN RUIZ, PEDRO LUIZ",,,,,PERIODICO,,LFA-1 Mediates Cytotoxicity and Tissue Migration of Specific CD8+ T Cells after Heterologous Prime-Boost Vaccination against Trypanosoma cruzi Infection,,,,,,Frontiers in Immunology,8,16643224,,,,
9148354106985023,Ricardo Tostes Gazzinelli,,,Inglês,,2017,10.1016/j.vetpar.2017.10.020,,,,,,62 - 67,"FARIA, ANGÉLICA ROSA; PIRES, SIMONE DA FONSECA; REIS, ALEXANDRE BARBOSA; COURA-VITAL, WENDEL; SILVEIRA, JÚLIA ANGÉLICA GONÇALVES DA; SOUSA, GABRIELA MATOS DE; BUENO, MELISSA LUÍZA COUTO; GAZZINELLI, Ricardo Tostes; ANDRADE, HÉLIDA MONTEIRO DE",,,,,PERIODICO,,Canine visceral leishmaniasis follow-up: a new anti-IgG serological test more sensitive than ITS-1 conventional PCR,,,,,,VETERINARY PARASITOLOGY,248,03044017,,,,
7027792126979693,Ana Lúcia Teles Rabello,,,Inglês,,2017,10.1371/journal.pntd.0005706,,,,,,e0005706 - ,"ROMERO, Gustavo Adolfo Sierra; LEITE, ROBÉRIO DIAS; LIMA, SIMONE SOARES; AMARAL, THAIS ALVES; ALVES, FABIANA PIOVESAN; RODE, JOELLE; COSTA, DORCAS LAMOUNIER; COSTA, CARLOS HENRIQUE NERY; DE ALMEIDA, ROQUE PACHECO; DE MELO, ENALDO VIERA; DE CARVALHO, SÍLVIO FERNANDO GUIMARÃES; Rabello, Ana; DE CARVALHO, ANDRÉA LUCCHESI; SOUSA, ANASTÁCIO DE QUEIROZ",,,,,PERIODICO,,"Efficacy and safety of available treatments for visceral leishmaniasis in Brazil: A multicenter, randomized, open label trial",,,,,,PLoS Neglected Tropical Diseases,11,19352735,,,,
7769547194874833,Jeronimo Conceição Ruiz,,,Inglês,,2017,10.1007/s11274-017-2347-x,,,,,,1 - 15,"LOPES, RALF; CERDEIRA, LOUISE; TAVARES, GRACE S.; Ruiz, Jeronimo C.; BLOM, JOCHEN; HORÁCIO, ELVIRA C. A.; MANTOVANI, HILÁRIO C.; QUEIROZ, MARISA VIEIRA DE",,,,,PERIODICO,,Genome analysis reveals insights of the endophytic Bacillus toyonensis BAC3151 as a potentially novel agent for biocontrol of plant pathogens,,,,,,WORLD JOURNAL OF MICROBIOLOGY & BIOTECHNOLOGY,33,09593993,,,,
9211345386050612,Lileia Gonçalves Diotaiuti,,,Português,,2017,10.1590/0074-02760160473,,,,,,456 - 457,"GONCALVES, L. O.; Oliveira, Luciana M.; PESSOA, G. C. D.; ROSA, A. C. L.; BUSTAMANTE, M. G.; BELISARIO, C. J.; RESENDE, D. M.; DIOTAIUTI, L. G.; RUIZ, J. C.;Ruiz, Jerônimo C.;Ruiz, Jerônimo Conceição;Ruiz, Jeronimo C;Ruiz, Jeronimo C.;Ruiz, Jeronimo;RUIZ, J;Ruiz, Jerônimo C;Ruiz, J.C.;RUIZ, JERONIMO CONCEIÇÃO;RUIZ, JERÓNIMO C.;RUIZ, JERÔNIMO;CONCEIÇÃO RUIZ, JERONIMO",,,,,PERIODICO,,Insights from tissue-specific transcriptome sequencing analysis of Triatoma infestans,,,,,,MEMORIAS DO INSTITUTO OSWALDO CRUZ,112,00740276,,,,
7769547194874833,Jeronimo Conceição Ruiz,,,Inglês,,2017,10.1093/database/bax033,,,,,,1 - 6,"OLIVEIRA, L. M.; Brito, RN; Guimarãoes, P.A.S; SANTOS, R. V. M. A.; DIOTAIUTI, Liléia; RUIZ, J. C.; SOUZA, R. C. M.",,,,,PERIODICO,,TriatoKey: a web and mobile tool for biodiversity identification of Brazilian triatomine species,,,,,,Database-The Journal of Biological Databases and Curation,2017,17580463,,,,
9211345386050612,Lileia Gonçalves Diotaiuti,,,Inglês,,2017,10.1093/jme/tjx135,,,,,,? - ,"Brito, RN; DIOTAIUTI, Liléia; GOMES, A. C. F.; SOUZA, R. C. M.; ABAD-FRANCH, F.",,,,,PERIODICO,,"Triatoma costalimai (Hemiptera: Reduviidae) in and Around Houses of Tocantins State, Brazil, 2005-2014",,,,,,JOURNAL OF MEDICAL ENTOMOLOGY,,00222585,,,,
9211345386050612,Lileia Gonçalves Diotaiuti,,,Inglês,,2017,10.1371/journal.pntd.0006035,,,,,,e0006035 - ,"Brito, RN; Gorla DE; DIOTAIUTI, Liléia; GOMES, A. C. F.; SOUZA, R. C. M.; ABAD-FRANCH, F.",,,,,PERIODICO,,"Drivers of house invasion by sylvatic Chagas disease vectors in the Amazon-Cerrado transition: A multi-year, state-wide assessment of municipality-aggregated surveillance data",,,,,,PLoS Neglected Tropical Diseases,11,19352735,,,,
4592140991723664,Paulo Filemon Paolucci Pimenta,,,Inglês,,2017,10.1186/s13071-017-2563-0,,,,,,1 - 10,"SAMPAIO, VANDERSON DE SOUZA; RIVAS, GUSTAVO BUENO DA SILVA; KOBYLINSKI, KEVIN; PINILLA, YUDI TATIANA; PIMENTA, PAULO FILEMON PAOLLUCI; LIMA, JOSÉ BENTO PEREIRA; BRUNO, RAFAELA VIEIRA; LACERDA, MARCUS VINÍCIUS GUIMARÃES; MONTEIRO, WUELTON MARCELO",,,,,PERIODICO,,What does not kill it makes it weaker: effects of sub-lethal concentrations of ivermectin on the locomotor activity of Anopheles aquasalis,,,,,,Parasites & Vectors,10,17563305,,,,
2529945687863385,Marcelo Gustavo Lorenzo,,,Inglês,,2017,10.1371/journal.pntd.0005313,,,,,,e0005313 - ,"Traverso, L; Rodríguez, MH; Ons, S; Rivera-Pomar, RV; Lavore, L; Sierra, I; Palacio, V; Martinez-Barnetche, J; Latorre, J M; Mougabure-Cueto, G; Francini, F; Lorenzo, Marcelo G",,,,,PERIODICO,,Comparative and functional triatomine genomics reveals reductions and expansions in insecticide resistance-related gene families,,,,,,PLoS Neglected Tropical Diseases,11,19352735,,,,
3798623797837575,Andréa Teixeira de Carvalho,,,Inglês,,2017,10.1016/j.healun.2017.02.018,,,,,,797 - 805,"DA COSTA, PRISCILLA ALMEIDA; TEIXEIRA-CARVALHO, ANDRÉA; JUNHO PENA, SERGIO DANILO; MACHADO, CARLOS RENATO; FRANCO, GLORIA REGINA; FILHO, GERALDO BRASILEIRO; VIEIRA MOREIRA, MARIA DA CONSOLAÇÃO; MACEDO, ANDRÉA MARA; SEGATTO, MARCELA; DURSO, DANIELLE FERNANDES; DE CARVALHO MOREIRA, WAGSON JOSÉ; JUNQUEIRA, LUCAS LODI; DE CASTILHO, FÁBIO MORATO; DE ANDRADE, SILVIO AMADEU; GELAPE, CLÁUDIO LÉO; CHIARI, EGLER",,,,,PERIODICO,,Early PCR Detection of Chagas Disease Reactivation in Heart-Transplanted Patients,,,,,,JOURNAL OF HEART AND LUNG TRANSPLANTATION,36,10532498,,,,
5305938120287353,Luzia Helena Carvalho,,,Inglês,,2017,10.1038/s41598-017-13891-2,,,,,,1 - 11,"Ntumngia F.; Tolia N.; King C.; CARVALHO, L. H.; Adams J.; Pires C.; BARNES, S. J.; George M.; Luque R.T.; KANO FS; Alves J.; URUSOVA, D.; Pereira D.",,,,,PERIODICO,,An engineered vaccine of the Plasmodium vivax Duffy binding protein enhances induction of broadly neutralizing antibodies,,,,,,Scientific Reports,7,20452322,,,,
7004385035447880,Celia Maria Ferreira Gontijo,,,Inglês,,2017,10.1590/0074-02760160438,,,,,,309 - 318,"SARAIVA, Lara; LEITE, C.G.; LIMA, A. C. V. M. R.; CARVALHO, L.O.A.; PEREIRA, A. A. S.; RUGANI, J. M. N.; REGO, F. D.; GONTIJO, C. M. F.; José D. Andrade Filho",,,,,PERIODICO,,Seasonality of sand flies (Diptera: Psychodidae) and Leishmania DNA detection in vector species in an area with endemic visceral leishmaniasis,,,,,,Memórias do Instituto Oswaldo Cruz,112,16788060,,,,
7374065738760207,José Dilermando Andrade Filho,,,Inglês,,2017,10.1093/jme/tjw137,,,,,,196 - 203,"CARVALHO, G.M.L.; BRAZIL, R. P.; RÊGO, F. D.; RAMOS, M.C.N.F.; ZENÓBIO, A.P.L.A.; ANDRADE FILHO, J. D.",,,,,PERIODICO,,"Molecular Detection of Leishmania DNA in Wild-Caught Phlebotomine Sand Flies (Diptera: Psychodidae) From a Cave in the State of Minas Gerais, Brazil",,,,,,Journal of Medical Entomology,54,00222585,,,,
7374065738760207,José Dilermando Andrade Filho,,,Inglês,,2017,10.1093/jme/tjw135,,,,,,100 - 105,"CAMPOS, A. M.; DOS SANTOS, C.L.C.; STUMPP, R.; DA SILVA, L.H.D.; MAIA, R. A.; PAGLIA, A. P.; ANDRADE FILHO, J. D.",,,,,PERIODICO,,"Photoperiod Differences in Sand Fly (Diptera: Psychodidae) Species Richness and Abundance in Caves in Minas Gerais State, Brazil",,,,,,Journal of Medical Entomology,54,00222585,,,,
3508138338414003,Paloma Helena Fernandes Shimabukuro,,,Inglês,,2017,10.1093/jme/tjx094,,,,,,1430 - 1434,"ANDRADE FILHO, J. D.; SCHOLTE, R.; AMARAL, A. L.; SHIMABUKURO, P. H. F.; CARVALHO, O. S.; CALDEIRA, R. L.",,,,,PERIODICO,,Occurrence and Probability Maps of Lutzomyia longipalpis and Lutzomyia cruzi (Diptera: Psychodidae: Phlebotominae) in Brazil,,,,,,JOURNAL OF MEDICAL ENTOMOLOGY,54,00222585,,,,
7374065738760207,José Dilermando Andrade Filho,,,Inglês,,2017,10.1371/journal.pone.0178628,,,,,,e0178628 - ,"TONELLI, G. B.; TANURE, A; REGO, F. D.; CARVALHO, Gustavo Mayr de Lima; SIMOES, T. C.; ANDRADE FILHO, J. D.",,,,,PERIODICO,,Aspects of the ecology of phlebotomine sand flies (Diptera: Psychodidae) in the Private Natural Heritage Reserve Sanctuary Caraça,,,,,,PLoS One,12,19326203,,,,
2817016666672297,Rubens Lima do Monte Neto,,,Inglês,,2017,10.3389/fcell.2017.00024,,,,,,1 - 14,"Reis, Priscila G.; Monte Neto, Rubens L.; Melo, Maria Norma; Frézard, F",,,,,PERIODICO,,Biophysical and Pharmacological Characterization of Energy-Dependent Efflux of Sb in Laboratory-Selected Resistant Strains of Leishmania (Viannia) Subgenus,,,,,,Frontiers in Cell and Developmental Biology,5,2296634X,,,,
