idLattes,nome,tipo,titulo_do_capitulo,idioma,titulo_do_livro,ano,doi,pais_de_publicacao,isbn,nome_da_editora,numero_da_edicao_revisao,organizadores,paginas,autores,autores-endogeno,autores-endogeno-nome,tags,Hash,tipo_producao,natureza,titulo,nome_do_evento,ano_do_trabalho,pais_do_evento,cidade_do_evento,classificacao,periodico,volume,issn,estrato_qualis,editora,numero_de_paginas,numero_de_volumes
9211345386050612,Lileia Gonçalves Diotaiuti,,,Português,,2000,,Brasil,,,,,101 - 104,"GUARNERI, Alessandra Aparecida; CARVALHO, M. G.; PEREIRA, M. H.; DIOTAIUTI, Lileia;DIOTAIUTI, LILÉIA;DIOTAIUTI, LILÉIA GONCALVES;DIOTAIUT, LILÉIA;GONÇALVES DIOTAIUTI, LILÉIA;DIOTAIUTI, LILÉIA GONÇALVES;DIOTAIUTI, LILEIA GONÇALVES",,,,,PERIODICO,,Biological potential of Triatoma brasiliensis.,,,,,,Cadernos de Saúde Pública (FIOCRUZ),16,0102311X,A1,,,
9148354106985023,Ricardo Tostes Gazzinelli,,,Inglês,,2000,,Estados Unidos,,,,,1453 - 1460,"GIRALDO, M.; CANNIZZARO, H.; FERGUSON, M. A. J.; ALMEIDA, I. C.; GAZZINELLI, Ricardo Tostes",,,,,PERIODICO,,Fractionation of membrane components from tachyzoite forms of Toxoplasma gondii: differential recognition by immunoglobulin M (IgM) and IgG present in sera from patients with acute or chronic toxoplasmosis.,,,,,,Journal of Clinical Microbiology,38,00951137,A1,,,
9148354106985023,Ricardo Tostes Gazzinelli,,,Inglês,,2000,10.1086/315494,,,,,,2018 - 2022,"YAMAMOTO, J. H.; GAZZINELLI, Ricardo Tostes; VALLOCHI, A. L.; C. SILVEIRA; FILHO, J. K.; NUSSENBLATT, R. B.; CUNHA-NETO, E.; R. BELFORT; RIZZO, L. V.",,,,,PERIODICO,,Discrimination between Patients with Acquired Toxoplasmosis and Congenital Toxoplasmosis on the Basis of the Immune Response to Parasite Antigens,,,,,,The Journal of Infectious Diseases,181,00221899,A1,,,
9148354106985023,Ricardo Tostes Gazzinelli,,,Inglês,,2000,10.1006/expr.2000.4523,,,,,,96 - 105,"OLIVEIRA, M. A. P.; GAZZINELLI, Ricardo Tostes; SANTIAGO, H. C.; LISBOA, C. R.; I.P. CERAVOLO; TRINCHIERI, G.; VIEIRA, L. Q.",,,,,PERIODICO,,Leishmania sp: Comparative Study with Toxoplasma gondii and Trypanosoma cruzi in Their Ability to Initialize IL-12 and IFN-&#947; Synthesis,,,,,,Experimental Parasitology,95,00144894,A4,,,
9148354106985023,Ricardo Tostes Gazzinelli,,,Inglês,,2000,,Estados Unidos,,,,,2084 - 2092,"CHAREST, H.; SEDEGAH, M.; YAP, G.S.; GAZZINELLI, Ricardo Tostes; CASPAR, O.; HOFFMAN, S.L.; SHER, A.",,,,,PERIODICO,,Recombinant attenuated Toxoplasma gondii expressing the Plasmodium yoelli circumsporozoite protein provides highly effective priming for CD8+ T cell-dependent protective immunity against malaria,,,,,,Journal of Immunology (Baltimore),165,00221767,A1,,,
9148354106985023,Ricardo Tostes Gazzinelli,,,Inglês,,2000,,Estados Unidos,,,,,411 - 428,"GAZZINELLI, Ricardo Tostes; RODRIGUES, M.M.; ALMEIDA, I. C.; TRAVASSOS, L. R.",,,,,PERIODICO,,"Role of parasite surface glycoconjugates on induction/regulation of immune responses and inflammation, elicited during Trypanosoma cruzi infection. Potential implications on pathophysiology of Chagas´ disease",,,,,,Ciência e Cultura (SBPC),51,00096725,,,,
9148354106985023,Ricardo Tostes Gazzinelli,,,Inglês,,2000,10.1016/S1369-5274(00)00111-9,,,,,,395 - 403,"ROPERT, Catherine; GAZZINELLI, RICARDO T",,,,,PERIODICO,,Signaling of immune system cells by glycosylphosphatidylinositol (GPI) anchor and related structures derived from parasitic protozoa,,,,,,Current Opinion in Microbiology,3,13695274,A1,,,
9148354106985023,Ricardo Tostes Gazzinelli,,,Inglês,,2000,10.1016/s1286-4579(00)00388-9,,,,,,851 - 866,"TALVANI, A.; LANNESVIEIRA, J.; Gazzinelli, R. T.; ALIBERTI, JÃºLIO C.S; SILVA, JOÃ£O S; MICHAILOWSKY, Vladimir; MURTA, SILVANE M.F; Lannes-Vieira, Joseli; ROMANHA, ALVARO J; ALMEIDA, IGOR C; FARBER, JOSHUA; TALVANI, ANDRÃ©; RIBEIRO, CRISTIANA S; ALIBERTI, J. C. S.; MICHAILOWSKY, V.; SANTOS, P. V. A.; MURTA, S. M. F.; ROMANHA, A. J.; ALMEIDA, I. C.; FARBER, J.",,,,,PERIODICO,,Kinetics of cytokine gene expression in experimental chagasic cardiomyopathy: tissue parasitism and endogenous IFN-Î³ as important determinants of chemokine mRNA expression during infection with Trypanosoma cruzi,,,,,,Microbes and Infection,2,12864579,A3,,,
9148354106985023,Ricardo Tostes Gazzinelli,,,Português,,2000,10.1093/emboj/19.7.1476,,,,,,1476 - 1485,"ALMEIDA, I. C.; CAMARGO, M. M.; PROCÓPIO, D. O.; SILVA, L. S.; MEHLERT, A.; TRAVASSOS, L. R.; GAZZINELLI, R. T.; FERGUSON, M. A.J.",,,,,PERIODICO,,Highly purified glycosylphosphatidylinositols from Trypanosoma cruzi are potent proinflammatory agents,,,,,,The EMBO Journal,19,14602075,,,,
7027792126979693,Ana Lúcia Teles Rabello,,,Inglês,,2000,,,,,,,289 - 292,"SANTOS, M. M. A. G.; GARCIA, T. C.; ORSINI, M; DISCH, J; KATZ, N.; RABELLO, A;Rabello, Ana;Ana Rabello;Rabello, A;RABELLO, A.;RABELLO, ANA LUCIA TELES",,,,,PERIODICO,,Oral Fluids for the imuno-diagnosis of Schistosoma mansoni infection,,,,,,Transactions of the Royal Society of Tropical Medicine and Hygiene,94,00359203,A3,,,
4592140991723664,Paulo Filemon Paolucci Pimenta,,,Inglês,,2000,10.1603/0022-2585-37.1.134,,,,,,134 - 140,"NIEVES, E.; PIMENTA, P. F. P.",,,,,PERIODICO,,Development of Leishmania (Viannia ) braziliensis and Leishmania (Leishmania ) amazonensis in the sand fly Lutzomyia migonei (Diptera: Psychodidae),,,,,,Journal of Medical Entomology,37,00222585,A1,,,
4592140991723664,Paulo Filemon Paolucci Pimenta,,,Inglês,,2000,10.1017/s0031182099006125,,,,,,25 - 33,"KAMHAWI, S.; MODI, B. G.; PIMENTA, P. F. P.; ROWTON, E.; SACKS, D.",,,,,PERIODICO,,"The vectorial competence of Phlebotomus sergenti is specific for Leishmania tropica and is controlled by species-specific, lipophosphoglycan-mediated midgut attachment",,,,,,Parasitology (London. Print),121,00311820,A1,,,
9211345386050612,Lileia Gonçalves Diotaiuti,,,Inglês,,2000,,Brasil,,,,,384 - 388,"PIRES, Herton Helder Rocha; LAZZARI, C R; DIOTAIUTI, Liléia; LORENZO, M. G.;Lorenzo, Marcelo;Lorenzo, Marcelo Gustavo;Lorenzo, Marcelo G.;Lorenzo, Marcelo G;Marcelo Gustavo Lorenzo;LORENZO, M.G.;GUSTAVO LORENZO, MARCELO",,,,,PERIODICO,,"Performance of yeast-baited traps with Triatoma sordida, Triatoma brasiliensis, Triatoma pseudomaculata, and Panstrongylus megistus in laboratory assays",,,,,,Revista Panamericana de Salud Pública / Pan American Journal of Public Health,7,10204989,A3,,,
9211345386050612,Lileia Gonçalves Diotaiuti,,,Inglês,,2000,,Brasil,,,,,69 - 74,"LORENZO, M. G.;Lorenzo, Marcelo;Lorenzo, Marcelo Gustavo;Lorenzo, Marcelo G.;Lorenzo, Marcelo G;Marcelo Gustavo Lorenzo;LORENZO, M.G.;GUSTAVO LORENZO, MARCELO; GUARNERI, Alessandra Aparecida; PIRES, Herton Helder Rocha; DIOTAIUTI, Liléia; LAZZARI, C R",,,,,PERIODICO,,Microclimatic properties of the Triatoma brasiliensis habitat,,,,,,Cadernos de Saúde Pública (FIOCRUZ),16,0102311X,A1,,,
2529945687863385,Marcelo Gustavo Lorenzo,,,Inglês,,2000,,Brasil,,,,,60 - 61,"LORENZO, M. G.;Lorenzo, Marcelo;Lorenzo, Marcelo Gustavo;Lorenzo, Marcelo G.;Lorenzo, Marcelo G;Marcelo Gustavo Lorenzo;LORENZO, M.G.;GUSTAVO LORENZO, MARCELO; FIGUEIRAS, Alicia Nieves Lorenzo; MANRIQUE, Gabriel; PIRES, Herton Helder Rocha; VITTA, Ana Cristina Renna de; DIOTAIUTI, Liléia; LAZZARI, C R; ZANI, Carlos L",,,,,PERIODICO,,Chemical signals involved in the communication of triatomine bugs,,,,,,Memórias do Instituto Oswaldo Cruz,95,00740276,A4,,,
2529945687863385,Marcelo Gustavo Lorenzo,,,Inglês,,2000,,Brasil,,,,,86 - 88,"LAZZARI, C R; DIOTAIUTI, Liléia; PIRES, Herton Helder Rocha; CORCHS, J.; GUARNERI, Alessandra Aparecida; NUNES, C. M. S.; REISENMAN, C. E.; FIGUEIRAS, Alicia Nieves Lorenzo; LORENZO, M. G.;Lorenzo, Marcelo;Lorenzo, Marcelo Gustavo;Lorenzo, Marcelo G.;Lorenzo, Marcelo G;Marcelo Gustavo Lorenzo;LORENZO, M.G.;GUSTAVO LORENZO, MARCELO",,,,,PERIODICO,,Microenvironments and spatial distribution of Chagas disease vectors,,,,,,Memórias do Instituto Oswaldo Cruz,95,00740276,A4,,,
7374065738760207,José Dilermando Andrade Filho,,,Inglês,,2000,,Brasil,,,,,281 - 286,"ALVES, J. C. M.; ANDRADE FILHO, J. D.; PEDRAS, M. J.; BRAZIL, B. G.; BRAZIL, R. P.",,,,,PERIODICO,,"Biology of Lutzomyia carmelinoi Ryan, Fraiha, Lainson & Shaw (Diptera Psychodidade) under laboratory conditions",,,,,,Entomologia y Vectores,7,03280381,,,,
7374065738760207,José Dilermando Andrade Filho,,,Inglês,,2000,10.1590/S0074-02762000000600016,,,,,,843 - 848,"FALCÃO, Alda Lima; ANDRADE FILHO, J. D.; ALMEIDA, F. A.; BRANDÃO FILHO, S. P.",,,,,PERIODICO,,"Lutzomyia naftalekatzi, a New Species of Phlebotomine Sand Fly (Diptera: Psychodidae) from Zona da Mata Region, Pernambuco, Brazil",,,,,,Memórias do Instituto Oswaldo Cruz,95,00740276,A4,,,
8285043752158198,Silvane Maria Fonseca Murta,,,Inglês,,2000,,,,,,,851 - 866,"TALVANI, A.; SILVA, J. S.; RIBEIRO, C.; ALIBERTI, J.C.S.; MICHAILOWSKY, V.; SANTOS, P. V. A.; ROMANHA, A. J.; FARBER, J.; LANNES-VIEIRA, J.",,,,,PERIODICO,,Kinetics of cytokine genes expression in experimental chagasic cardiomyopathy: a direct correlation between levels of tissue parasitism and chemokine mRNAs expression during infection with Trypanosoma cruzi,,,,,,MICROBES AND INFECTION,2,12864579,A3,,,
9211345386050612,Lileia Gonçalves Diotaiuti,,,Inglês,,2000,10.1016/S0022-1910(99)00222-X,,,,,,1121 - 1127,"Guarneri, Alessandra A.; Diotaiuti, Liléia; Gontijo, Nelder F.; Gontijo, Alberto F.; Pereira, Marcos H.",,,,,PERIODICO,,"Comparison of feeding behaviour of Triatoma infestans, Triatoma brasiliensis and Triatoma pseudomaculata in different hosts by electronic monitoring of the cibarial pump",,,,,,Journal of Insect Physiology,46,00221910,A1,,,
5565463591721568,Alessandra Aparecida Guarneri,,,Inglês,,2000,10.1590/s0102-311x2000000800013,,,,,,S101 - S104,"GUARNERI, A. A.;Guarneri, Alessandra A.;Guarneri, Alessandra A;GUARNERI, A;GUARNERI, ALESSANDRA APARECIDA;APARECIDA GUARNERI, ALESSANDRA;GUARNERI, ALESSANDRA;GUARNERI, A.A.; CARVALHO, M. G.; PEREIRA, Marcos Horácio; DIOTAIUTI, L.",,,,,PERIODICO,,Potencial biológico do Triatoma brasiliensis,,,,,,Cadernos de Saúde Pública (ENSP. Impresso),16,0102311X,A1,,,
5565463591721568,Alessandra Aparecida Guarneri,,,Inglês,,2000,10.1590/s0102-311x2000000800007,,,,,,69 - 74,"LORENZO, Marcelo G; GUARNERI, A. A.;Guarneri, Alessandra A.;Guarneri, Alessandra A;GUARNERI, A;GUARNERI, ALESSANDRA APARECIDA;APARECIDA GUARNERI, ALESSANDRA;GUARNERI, ALESSANDRA;GUARNERI, A.A.; PIRES, H. H. R.; DIOTAIUTI, L.; LAZZARI, C.",,,,,PERIODICO,,Aspectos microclimáticos del hábitat de Triatoma brasiliensis,,,,,,Cadernos de Saúde Pública (ENSP. Impresso),16,0102311X,A1,,,
5565463591721568,Alessandra Aparecida Guarneri,,,Inglês,,2000,10.1046/j.1365-3156.2000.00661.x,,,,,,848 - 854,"Schlemper, B. R.; ROCHA, A.; MEDEIROS, Z.; Ferreira Neto, J. A.; STEINDEL, M.; GRISARD, E. C.; Carvalho-Pinto, C. J.; BERNARDINI, O. J.; CASTILHO, C. V.; ROSA, G.; KILIAN, S.; GUARNERI, A. A.",,,,,PERIODICO,,"Elimination of bancroftian filariasis (Wuchereria bancrofti) in Santa Catarina state, Brazil",,,,,,TM & IH. Tropical medicine and international health (Print),5,13602276,A1,,,
9211345386050612,Lileia Gonçalves Diotaiuti,,,Inglês,,2000,10.1603/0022-2585(2000)037[0373:iotbms]2.0.co;2,,,,,,373 - 379,"Guarneri, Alessandra A.; Pereira, Marcos H.; Diotaiuti, Liléia",,,,,PERIODICO,,"Influence of the Blood Meal Source on the Development of Triatoma infestans, Triatoma brasiliensis, Triatoma sordida, and Triatoma pseudomaculata (Heteroptera, Reduviidae)",,,,,,Journal of Medical Entomology,37,00222585,A1,,,
7920312439713999,Cristina Toscano Fonseca,,,Inglês,,2000,,,,,,,41 - 48,"BRITO, C. F. A.; FONSECA, C. T.;Fonseca, Cristina Toscano;Toscano Fonseca, Cristina;Cristina T Fonseca;Fonseca, Cristina T;Fonseca, Cristina T.;Collaborative group for studies on yellow fever vaccines.;Cristina Toscano Fonseca;Simões, M; GOES, A. M.; AZEVEDO, V.; SIMPSON, A. J. G.; OLIVEIRA, S. C.",,,,,PERIODICO,,Human IgG1 and IgG3 recognation of Scistosoma mansoni 14kDa fatty acid-binding recombination protein,,,,,,Parasite Immunology (Print),22,01419838,A2,,,
2427045424896409,Jaquelline Germano de Oliveira,,,Inglês,,2000,,,,,,,61 - 65,"NOGUEIRA, M. L.; AMORIM, J. B.; OLIVEIRA, J. G.; BONJARDIM, C. A.; FERREIRA, P. C. P.; KROON, E. G.",,,,,PERIODICO,,Comparison of virus isolation and various PCR methods in the diagnosis of mucocutaneous herpesvirus infections.,,,,,,Acta Virologica,44,,,,,
0641258278314799,Nagila Francinete Costa Secundino,,,Inglês,,2000,,Brasil,,,,,33 - 38,"SECUNDINO, N. F. C.;Secundino, Nagila;SECUNDINO, NÁGILA FRANCINETE COSTA;SECUNDINO, NÁGILA FC;SECUNDINO. Nagila F;SECUNDINO, NÁGILA F.;SECUNDINO, NÁGILA F. C.;SECUNDINO, NAGILA FRANCINETE COSTA;SECUNDINO, NAGILA F. C;SECUNDINO, NÁGILA FRANCINETE;SECUNDINO, NAGILA F C;SECUNDINO, NAGILA F. C.;COSTA SECUNDINO, NÁGILA FRANCINETE; PIMENTA, P. F. P.",,,,,PERIODICO,,Scanning electron microscopy study of the egg and imature stages of the sandflies Lutzomyia longipalpis,,,,,,Acta Microscópica,8,07984545,,,,
0553918889655570,Cristiana Ferreira Alves de Brito,,,Inglês,,2000,,,,,,,41 - 48,"BRITO, C. F. A.;ALVES-BRITO, C.F.A.;BRITO, C.F.;Brito, Cristiana FA;Brito, C. F.;Brito CF;Cristiana F Alves de Brito;de brito, Cristiana F;Brito, Cristiana F;BRITO, CRISTIANA F. A.;DE BRITO, CRISTIANA FERREIRA ALVES;de Brito, Cristiana F. A.;BRITO, CRISTIANA F.A.;Cristiane, A. Brito;ALVES DE BRITO, CRISTIANA FERREIRA;Cristiane;Brito, Cristiane A.;FERREIRA ALVES DE BRITO, CRISTIANA;Alves de Brito, C. F.;Alves-Brito, C.F.;Brito, Cristiana Alves;Brito, Null;De-Brito, CFA;De-Brito, C.F.A.;Brito, C.A.;Britto, cristiana ferreira Alves de;BRITO, CRISTIANA FERREIRA ALVES DE; FONSECA, C. T.; GOES, A. M.; AZEVEDO, V.; SIMPSON, A. J. G.; OLIVEIRA, S. C.",,,,,PERIODICO,,Human IgG1 and IgG3 recognition of Schistosoma mansoni 14kDa fatty acid binding recombinant protein.,,,,,,PARASITE IMMUNOLOGY,22,01419838,A2,,,
0553918889655570,Cristiana Ferreira Alves de Brito,,,Inglês,,2000,10.1046/j.1365-3083.2000.00710.x,,,,,,595 - 601,"BRITO, C. F. A.;ALVES-BRITO, C.F.A.;BRITO, C.F.;Brito, Cristiana FA;Brito, C. F.;Brito CF;Cristiana F Alves de Brito;de brito, Cristiana F;Brito, Cristiana F;BRITO, CRISTIANA F. A.;DE BRITO, CRISTIANA FERREIRA ALVES;de Brito, Cristiana F. A.;BRITO, CRISTIANA F.A.;Cristiane, A. Brito;ALVES DE BRITO, CRISTIANA FERREIRA;Cristiane;Brito, Cristiane A.;FERREIRA ALVES DE BRITO, CRISTIANA;Alves de Brito, C. F.;Alves-Brito, C.F.;Brito, Cristiana Alves;Brito, Null;De-Brito, CFA;De-Brito, C.F.A.;Brito, C.A.;Britto, cristiana ferreira Alves de;BRITO, CRISTIANA FERREIRA ALVES DE; CALDAS, I. R.; COURA FILHO, P.; OLIVEIRA, R. C.; OLIVEIRA, S. C.",,,,,PERIODICO,,CD4+ T Cells of Schistosomiasis Naturally Resistant Individuals Living in an Endemic Area Produce Interferon-gamma and Tumour Necrosis Factor-alpha in Response to The Recombinant 14kdaSchistosoma mansoni Fatty Acid-Binding Protein,,,,,,SCANDINAVIAN JOURNAL OF IMMUNOLOGY,51,03009475,A4,,,
5633763429024541,Tânia Maria de Almeida Alves,,,Inglês,,2000,10.1590/s0074-02762000000300012,,,,,,367 - 373,"ALVES, T. M. A. ou ALVES, T M D ou ALVES, T.; SILVA, A. F.; BRANDÃO, M.; GRANDI, T. S. M.; SMÂNIA, E. F. A.; S JÚNIOR, A.; ZANI, C. L.",,,,,PERIODICO,,Biological screening of brazilian medicinal plants,,,,,,Memórias do Instituto Oswaldo Cruz,96,00740276,A4,,,
5633763429024541,Tânia Maria de Almeida Alves,,,Inglês,,2000,10.1016/S0031-9422(99)00564-6,,,,,,877 - 880,"ZANI, C. L.; ALVES, T. M. A. ou ALVES, T M D ou ALVES, T.; QUEIROZ, R. O.; SCIO, E.; FONTES, E. S.; SHIN, Y. G.; CORDELL, G.",,,,,PERIODICO,,A cytotoxic diterpene from Alomia myriadenia,,,,,,Phytochemistry,53,00319422,A1,,,
9211345386050612,Lileia Gonçalves Diotaiuti,,,Inglês,,2000,10.4269/ajtmh.2000.62.157,,,,,,157 - 161,"Soares, R.P.P.; SANT'ANNA, M. R. V.; GONTIJO, N. F.; ROMANHA, A. J.; DIOTAIUTI, L.; PEREIRA, M. H.",,,,,PERIODICO,,Identification of morphologically similar Rhodnius species (Hemiptera: Reduviidae: Triatominae) by electrophoresis of salivary heme proteins.,,,,,,AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE,62,00029637,A3,,,
